"","Reserve","SiteID","Metric","site_variable","Category","SampleSize","term","slope","std.error","statistic","pvalue"
"1745","GND","spalt","Salt Ratio","salinity","Polyhaline",648,"Year",0.0087,0.0193,0.454,0.6504
"1746","GND","juro low","Salt Ratio","salinity","Mesohaline",840,"Year",-0.02,0.0129,-1.5562,0.1212
"1747","GND","juro high","Salt Ratio","salinity","Mesohaline",512,"Year",-0.0163,0.0127,-1.2816,0.2023
"1748","GND","juro mid","Salt Ratio","salinity","Mesohaline",960,"Year",-0.0018,0.0099,-0.177,0.8597
"1749","GND","clmaj","Salt Ratio","salinity","Oligohaline",600,"Year",0.0614,0.0116,5.2748,0
"1750","GRB","SP","Salt Ratio","salinity","Polyhaline",1964,"Year",0.001,0.0025,0.382,0.7026
"1751","GRB","GBF","Salt Ratio","salinity","Polyhaline",1716,"Year",0.0024,0.0043,0.5449,0.5861
"1752","GRB","BC","Salt Ratio","salinity","Polyhaline",1316,"Year",0.0021,0.0032,0.6472,0.5179
"1753","GTM","22","Salt Ratio","salinity","Oligohaline",1596,"Year",-0.0242,0.0057,-4.2787,0
"1754","GTM","0","Salt Ratio","salinity","Oligohaline",1396,"Year",-0.0288,0.0047,-6.1644,0
"1755","GTM","40","Salt Ratio","salinity","Oligohaline",1312,"Year",-0.0246,0.0048,-5.1434,0
"1756","GTM","1","Salt Ratio","salinity","Oligohaline",1500,"Year",-0.0302,0.005,-6.0784,0
"1757","GTM","46","Salt Ratio","salinity","Oligohaline",1624,"Year",-0.0366,0.0051,-7.1995,0
"1758","JAC","Central Segment","Salt Ratio","salinity","Oligohaline",1080,"Year",-0.0011,0.0016,-0.6805,0.4968
"1759","JAC","South Segment","Salt Ratio","salinity","Oligohaline",1080,"Year",0.0013,0.0067,0.1993,0.8422
"1760","KAC","FR","Salt Ratio","salinity","Mesohaline",2184,"Year",-0.0037,0.0022,-1.671,0.0953
"1761","KAC","BS","Salt Ratio","salinity","Oligohaline",1384,"Year",0.0042,0.004,1.0567,0.2914
"1762","KAC","CP","Salt Ratio","salinity","Mesohaline",1852,"Year",-1e-04,0.0033,-0.0416,0.9668
"1763","KAC","SC","Salt Ratio","salinity","Mesohaline",644,"Year",0.0038,0.0042,0.91,0.3642
"1764","MAR","MI-W","Salt Ratio","salinity","Polyhaline",2192,"Year",-0.0173,0.0048,-3.6241,3e-04
"1765","MAR","HF1","Salt Ratio","salinity","Polyhaline",2192,"Year",-0.1009,0.0061,-16.4565,0
"1766","MAR","HF2","Salt Ratio","salinity","Polyhaline",2400,"Year",-0.0619,0.0065,-9.4509,0
"1767","MAR","HF3","Salt Ratio","salinity","Polyhaline",2192,"Year",-0.0649,0.007,-9.3155,0
"1768","NAR","Nag","Salt Ratio","salinity","Polyhaline",1248,"Year",1e-04,0,1.5816,0.1148
"1769","NAR","Coggeshall","Salt Ratio","salinity","Polyhaline",1092,"Year",0,0,-1.6082,0.1089
"1770","NIW","Segment A","Salt Ratio","salinity","Polyhaline",1276,"Year",-8e-04,0.0037,-0.2174,0.828
"1771","NIW","Segment B","Salt Ratio","salinity","Polyhaline",1352,"Year",-0.0036,0.0035,-1.0435,0.2975
"1772","NOC","MI","Salt Ratio","salinity","Polyhaline",3156,"Year",-0.0155,0.0039,-4.0133,1e-04
"1773","NOC","MM","Salt Ratio","salinity","Polyhaline",2404,"Year",-0.0015,0.0042,-0.3519,0.725
"1774","SOS","DM","Salt Ratio","salinity","Mesohaline",280,"Year",9e-04,0.0014,0.6341,0.5281
"1775","SOS","MM","Salt Ratio","salinity","Polyhaline",480,"Year",0,0,0.0513,0.9592
"1776","SOS","HC","Salt Ratio","salinity","Mesohaline",488,"Year",-0.0016,0.0012,-1.3285,0.1865
"1777","SOS","VM","Salt Ratio","salinity","Polyhaline",400,"Year",0,2e-04,-0.2242,0.8231
"1778","SOS","VI","Salt Ratio","salinity","Polyhaline",240,"Year",0,1e-04,-0.3158,0.7533
"1779","SOS","MI","Salt Ratio","salinity","Polyhaline",240,"Year",0,1e-04,-0.3158,0.7533
"1780","TJR","McCoy North","Salt Ratio","salinity","Polyhaline",200,"Year",0.0251,0.017,1.4763,0.1464
"1781","TJR","McCoy South","Salt Ratio","salinity","Polyhaline",960,"Year",-8e-04,0.0087,-0.0956,0.9239
"1782","TJR","South Beach","Salt Ratio","salinity","Polyhaline",840,"Year",8e-04,0.0082,0.0917,0.927
"1783","TJR","V1","Salt Ratio","salinity","Polyhaline",1080,"Year",0,0,1.0206,0.3084
"1784","TJR","V3","Salt Ratio","salinity","Polyhaline",960,"Year",9e-04,0.0018,0.48,0.6317
"1785","TJR","V4","Salt Ratio","salinity","Polyhaline",960,"Year",0,0,0.4899,0.6247
"1786","TJR","Brazo Creek","Salt Ratio","salinity","Polyhaline",192,"Year",-0.0059,0.0074,-0.7985,0.4287
"1787","TJR","Horse Trail","Salt Ratio","salinity","Polyhaline",300,"Year",-1e-04,2e-04,-0.6882,0.4935
"1788","TJR","Model Marsh","Salt Ratio","salinity","Polyhaline",480,"Year",0.0083,0.0059,1.4202,0.1582
"1789","WEL","WB","Salt Ratio","salinity","Polyhaline",1060,"Year",-8e-04,0.0012,-0.6947,0.4879
"1790","WQB","Section 2","Salt Ratio","salinity","Polyhaline",1680,"Year",-2e-04,0.0039,-0.0499,0.9602
"1791","WQB","Section 1","Salt Ratio","salinity","Polyhaline",1228,"Year",0.0053,0.006,0.8738,0.3829
"1792","WQB","Section 3","Salt Ratio","salinity","Polyhaline",1324,"Year",8e-04,0.0023,0.3647,0.7156
